Fecha,Serial,energia
2017+AC0-10+AC0-01 00:00:00 +AC0-0600,121523007357,1021
2017+AC0-10+AC0-02 00:00:00 +AC0-0600,121523007357,945
2017+AC0-10+AC0-03 00:00:00 +AC0-0600,121523007357,591
2017+AC0-10+AC0-04 00:00:00 +AC0-0600,121523007357,798
2017+AC0-10+AC0-05 00:00:00 +AC0-0600,121523007357,534
2017+AC0-10+AC0-06 00:00:00 +AC0-0600,121523007357,1193
2017+AC0-10+AC0-07 00:00:00 +AC0-0600,121523007357,1500
2017+AC0-10+AC0-08 00:00:00 +AC0-0600,121523007357,1240
2017+AC0-03+AC0-22 00:00:00 +AC0-0600,121523008425,0
2017+AC0-03+AC0-23 00:00:00 +AC0-0600,121523008425,0
2017+AC0-03+AC0-24 00:00:00 +AC0-0600,121523008425,1369
2017+AC0-03+AC0-25 00:00:00 +AC0-0600,121523008425,1369
2017+AC0-03+AC0-26 00:00:00 +AC0-0600,121523008425,1369
2017+AC0-03+AC0-27 00:00:00 +AC0-0600,121523008425,1369
2017+AC0-03+AC0-28 00:00:00 +AC0-0600,121523008425,1378
2017+AC0-03+AC0-29 00:00:00 +AC0-0600,121523008425,1378
2017+AC0-03+AC0-30 00:00:00 +AC0-0600,121523008425,1378
2017+AC0-03+AC0-31 00:00:00 +AC0-0600,121523008425,1378
2017+AC0-04+AC0-01 00:00:00 +AC0-0600,121523008425,1378
2017+AC0-04+AC0-02 00:00:00 +AC0-0600,121523008425,1378
2017+AC0-04+AC0-03 00:00:00 +AC0-0600,121523008425,1487
2017+AC0-04+AC0-04 00:00:00 +AC0-0600,121523008425,1473
2017+AC0-04+AC0-05 00:00:00 +AC0-0600,121523008425,1000
2017+AC0-04+AC0-06 00:00:00 +AC0-0600,121523008425,1217
2017+AC0-04+AC0-07 00:00:00 +AC0-0600,121523008425,1080
2017+AC0-04+AC0-08 00:00:00 +AC0-0600,121523008425,857
2017+AC0-04+AC0-09 00:00:00 +AC0-0600,121523008425,1453
2017+AC0-04+AC0-10 00:00:00 +AC0-0600,121523008425,1633
2017+AC0-04+AC0-11 00:00:00 +AC0-0600,121523008425,1719
2017+AC0-04+AC0-12 00:00:00 +AC0-0600,121523008425,1706
2017+AC0-04+AC0-13 00:00:00 +AC0-0600,121523008425,1732
2017+AC0-04+AC0-14 00:00:00 +AC0-0600,121523008425,1213
2017+AC0-04+AC0-15 00:00:00 +AC0-0600,121523008425,1675
2017+AC0-04+AC0-16 00:00:00 +AC0-0600,121523008425,1354
2017+AC0-04+AC0-17 00:00:00 +AC0-0600,121523008425,992
2017+AC0-04+AC0-18 00:00:00 +AC0-0600,121523008425,1333
2017+AC0-04+AC0-19 00:00:00 +AC0-0600,121523008425,915
2017+AC0-04+AC0-20 00:00:00 +AC0-0600,121523008425,986
2017+AC0-04+AC0-21 00:00:00 +AC0-0600,121523008425,1329
2017+AC0-04+AC0-22 00:00:00 +AC0-0600,121523008425,1313
2017+AC0-04+AC0-23 00:00:00 +AC0-0600,121523008425,1395
2017+AC0-04+AC0-24 00:00:00 +AC0-0600,121523008425,1538
2017+AC0-04+AC0-25 00:00:00 +AC0-0600,121523008425,1433
2017+AC0-04+AC0-26 00:00:00 +AC0-0600,121523008425,1149
2017+AC0-04+AC0-27 00:00:00 +AC0-0600,121523008425,1391
2017+AC0-04+AC0-28 00:00:00 +AC0-0600,121523008425,1381
2017+AC0-04+AC0-29 00:00:00 +AC0-0600,121523008425,1505
2017+AC0-04+AC0-30 00:00:00 +AC0-0600,121523008425,1326
2017+AC0-05+AC0-01 00:00:00 +AC0-0600,121523008425,1447
2017+AC0-05+AC0-02 00:00:00 +AC0-0600,121523008425,905
2017+AC0-05+AC0-03 00:00:00 +AC0-0600,121523008425,1335
2017+AC0-05+AC0-04 00:00:00 +AC0-0600,121523008425,1168
2017+AC0-05+AC0-05 00:00:00 +AC0-0600,121523008425,1077
2017+AC0-05+AC0-06 00:00:00 +AC0-0600,121523008425,1102
2017+AC0-05+AC0-07 00:00:00 +AC0-0600,121523008425,1207
2017+AC0-05+AC0-08 00:00:00 +AC0-0600,121523008425,1348
2017+AC0-05+AC0-09 00:00:00 +AC0-0600,121523008425,1003
2017+AC0-05+AC0-10 00:00:00 +AC0-0600,121523008425,1286
2017+AC0-05+AC0-11 00:00:00 +AC0-0600,121523008425,773
2017+AC0-05+AC0-12 00:00:00 +AC0-0600,121523008425,727
2017+AC0-05+AC0-13 00:00:00 +AC0-0600,121523008425,989
2017+AC0-05+AC0-14 00:00:00 +AC0-0600,121523008425,1038
2017+AC0-05+AC0-15 00:00:00 +AC0-0600,121523008425,1139
2017+AC0-05+AC0-16 00:00:00 +AC0-0600,121523008425,720
2017+AC0-05+AC0-17 00:00:00 +AC0-0600,121523008425,977
2017+AC0-05+AC0-18 00:00:00 +AC0-0600,121523008425,1406
2017+AC0-05+AC0-19 00:00:00 +AC0-0600,121523008425,1190
2017+AC0-05+AC0-20 00:00:00 +AC0-0600,121523008425,1397
2017+AC0-05+AC0-21 00:00:00 +AC0-0600,121523008425,593
2017+AC0-05+AC0-22 00:00:00 +AC0-0600,121523008425,918
2017+AC0-05+AC0-23 00:00:00 +AC0-0600,121523008425,1521
2017+AC0-05+AC0-24 00:00:00 +AC0-0600,121523008425,1336
2017+AC0-05+AC0-25 00:00:00 +AC0-0600,121523008425,1370
2017+AC0-05+AC0-26 00:00:00 +AC0-0600,121523008425,756
2017+AC0-05+AC0-27 00:00:00 +AC0-0600,121523008425,1461
2017+AC0-05+AC0-28 00:00:00 +AC0-0600,121523008425,968
2017+AC0-05+AC0-29 00:00:00 +AC0-0600,121523008425,989
2017+AC0-05+AC0-30 00:00:00 +AC0-0600,121523008425,936
2017+AC0-05+AC0-31 00:00:00 +AC0-0600,121523008425,1306
2017+AC0-06+AC0-01 00:00:00 +AC0-0600,121523008425,1259
2017+AC0-06+AC0-02 00:00:00 +AC0-0600,121523008425,1234
2017+AC0-06+AC0-03 00:00:00 +AC0-0600,121523008425,818
2017+AC0-06+AC0-04 00:00:00 +AC0-0600,121523008425,1259
2017+AC0-06+AC0-05 00:00:00 +AC0-0600,121523008425,1241
2017+AC0-06+AC0-06 00:00:00 +AC0-0600,121523008425,1432
2017+AC0-06+AC0-07 00:00:00 +AC0-0600,121523008425,636
2017+AC0-06+AC0-08 00:00:00 +AC0-0600,121523008425,1105
2017+AC0-06+AC0-09 00:00:00 +AC0-0600,121523008425,1264
2017+AC0-06+AC0-10 00:00:00 +AC0-0600,121523008425,1018
2017+AC0-06+AC0-11 00:00:00 +AC0-0600,121523008425,550
2017+AC0-06+AC0-12 00:00:00 +AC0-0600,121523008425,1147
2017+AC0-06+AC0-13 00:00:00 +AC0-0600,121523008425,620
2017+AC0-06+AC0-14 00:00:00 +AC0-0600,121523008425,1070
2017+AC0-06+AC0-15 00:00:00 +AC0-0600,121523008425,792
2017+AC0-06+AC0-16 00:00:00 +AC0-0600,121523008425,1228
2017+AC0-06+AC0-17 00:00:00 +AC0-0600,121523008425,1209
2017+AC0-06+AC0-18 00:00:00 +AC0-0600,121523008425,1024
2017+AC0-06+AC0-19 00:00:00 +AC0-0600,121523008425,1148
2017+AC0-06+AC0-20 00:00:00 +AC0-0600,121523008425,1119
2017+AC0-06+AC0-21 00:00:00 +AC0-0600,121523008425,849
2017+AC0-06+AC0-22 00:00:00 +AC0-0600,121523008425,772
2017+AC0-06+AC0-23 00:00:00 +AC0-0600,121523008425,1690
2017+AC0-06+AC0-24 00:00:00 +AC0-0600,121523008425,1137
2017+AC0-06+AC0-25 00:00:00 +AC0-0600,121523008425,1682
2017+AC0-06+AC0-26 00:00:00 +AC0-0600,121523008425,791
2017+AC0-06+AC0-27 00:00:00 +AC0-0600,121523008425,1044
2017+AC0-06+AC0-28 00:00:00 +AC0-0600,121523008425,1174
2017+AC0-06+AC0-29 00:00:00 +AC0-0600,121523008425,847
2017+AC0-06+AC0-30 00:00:00 +AC0-0600,121523008425,1380
2017+AC0-07+AC0-01 00:00:00 +AC0-0600,121523008425,977
2017+AC0-07+AC0-02 00:00:00 +AC0-0600,121523008425,553
2017+AC0-07+AC0-03 00:00:00 +AC0-0600,121523008425,1369
2017+AC0-07+AC0-04 00:00:00 +AC0-0600,121523008425,947
2017+AC0-07+AC0-05 00:00:00 +AC0-0600,121523008425,939
2017+AC0-07+AC0-06 00:00:00 +AC0-0600,121523008425,1650
2017+AC0-07+AC0-07 00:00:00 +AC0-0600,121523008425,1049
2017+AC0-07+AC0-08 00:00:00 +AC0-0600,121523008425,1329
2017+AC0-07+AC0-09 00:00:00 +AC0-0600,121523008425,658
2017+AC0-07+AC0-10 00:00:00 +AC0-0600,121523008425,804
2017+AC0-07+AC0-11 00:00:00 +AC0-0600,121523008425,864
2017+AC0-07+AC0-12 00:00:00 +AC0-0600,121523008425,862
2017+AC0-07+AC0-13 00:00:00 +AC0-0600,121523008425,1107
2017+AC0-07+AC0-14 00:00:00 +AC0-0600,121523008425,1290
2017+AC0-07+AC0-15 00:00:00 +AC0-0600,121523008425,1494
2017+AC0-07+AC0-16 00:00:00 +AC0-0600,121523008425,1511
2017+AC0-07+AC0-17 00:00:00 +AC0-0600,121523008425,1316
2017+AC0-07+AC0-18 00:00:00 +AC0-0600,121523008425,1027
2017+AC0-07+AC0-19 00:00:00 +AC0-0600,121523008425,777
2017+AC0-07+AC0-20 00:00:00 +AC0-0600,121523008425,1425
2017+AC0-07+AC0-21 00:00:00 +AC0-0600,121523008425,1275
2017+AC0-07+AC0-22 00:00:00 +AC0-0600,121523008425,1512
2017+AC0-07+AC0-23 00:00:00 +AC0-0600,121523008425,1228
2017+AC0-07+AC0-24 00:00:00 +AC0-0600,121523008425,1027
2017+AC0-07+AC0-25 00:00:00 +AC0-0600,121523008425,716
2017+AC0-07+AC0-26 00:00:00 +AC0-0600,121523008425,843
2017+AC0-07+AC0-27 00:00:00 +AC0-0600,121523008425,1389
2017+AC0-07+AC0-28 00:00:00 +AC0-0600,121523008425,999
2017+AC0-07+AC0-29 00:00:00 +AC0-0600,121523008425,1190
2017+AC0-07+AC0-30 00:00:00 +AC0-0600,121523008425,1257
2017+AC0-07+AC0-31 00:00:00 +AC0-0600,121523008425,994
2017+AC0-08+AC0-01 00:00:00 +AC0-0600,121523008425,1157
2017+AC0-08+AC0-02 00:00:00 +AC0-0600,121523008425,1584
2017+AC0-08+AC0-03 00:00:00 +AC0-0600,121523008425,1579
2017+AC0-08+AC0-04 00:00:00 +AC0-0600,121523008425,1574
2017+AC0-08+AC0-05 00:00:00 +AC0-0600,121523008425,1378
2017+AC0-08+AC0-06 00:00:00 +AC0-0600,121523008425,1134
2017+AC0-08+AC0-07 00:00:00 +AC0-0600,121523008425,1440
2017+AC0-08+AC0-08 00:00:00 +AC0-0600,121523008425,1224
2017+AC0-08+AC0-09 00:00:00 +AC0-0600,121523008425,888
2017+AC0-08+AC0-10 00:00:00 +AC0-0600,121523008425,1077
2017+AC0-08+AC0-11 00:00:00 +AC0-0600,121523008425,1239
2017+AC0-08+AC0-12 00:00:00 +AC0-0600,121523008425,1109
2017+AC0-08+AC0-13 00:00:00 +AC0-0600,121523008425,1097
2017+AC0-08+AC0-14 00:00:00 +AC0-0600,121523008425,1493
2017+AC0-08+AC0-15 00:00:00 +AC0-0600,121523008425,1407
2017+AC0-08+AC0-16 00:00:00 +AC0-0600,121523008425,1106
2017+AC0-08+AC0-17 00:00:00 +AC0-0600,121523008425,1138
2017+AC0-08+AC0-18 00:00:00 +AC0-0600,121523008425,1262
2017+AC0-08+AC0-19 00:00:00 +AC0-0600,121523008425,1118
2017+AC0-08+AC0-20 00:00:00 +AC0-0600,121523008425,1348
2017+AC0-08+AC0-21 00:00:00 +AC0-0600,121523008425,1327
2017+AC0-08+AC0-22 00:00:00 +AC0-0600,121523008425,1568
2017+AC0-08+AC0-23 00:00:00 +AC0-0600,121523008425,1291
2017+AC0-08+AC0-24 00:00:00 +AC0-0600,121523008425,738
2017+AC0-08+AC0-25 00:00:00 +AC0-0600,121523008425,822
2017+AC0-08+AC0-26 00:00:00 +AC0-0600,121523008425,1361
2017+AC0-08+AC0-27 00:00:00 +AC0-0600,121523008425,1379
2017+AC0-08+AC0-28 00:00:00 +AC0-0600,121523008425,1464
2017+AC0-08+AC0-29 00:00:00 +AC0-0600,121523008425,1141
2017+AC0-08+AC0-30 00:00:00 +AC0-0600,121523008425,1645
2017+AC0-08+AC0-31 00:00:00 +AC0-0600,121523008425,991
2017+AC0-09+AC0-01 00:00:00 +AC0-0600,121523008425,1581
2017+AC0-09+AC0-02 00:00:00 +AC0-0600,121523008425,1396
2017+AC0-09+AC0-03 00:00:00 +AC0-0600,121523008425,1270
2017+AC0-09+AC0-04 00:00:00 +AC0-0600,121523008425,1306
2017+AC0-09+AC0-05 00:00:00 +AC0-0600,121523008425,1231
2017+AC0-09+AC0-06 00:00:00 +AC0-0600,121523008425,1500
2017+AC0-09+AC0-07 00:00:00 +AC0-0600,121523008425,1249
2017+AC0-09+AC0-08 00:00:00 +AC0-0600,121523008425,1180
2017+AC0-09+AC0-09 00:00:00 +AC0-0600,121523008425,868
2017+AC0-09+AC0-10 00:00:00 +AC0-0600,121523008425,594
2017+AC0-09+AC0-11 00:00:00 +AC0-0600,121523008425,871
2017+AC0-09+AC0-12 00:00:00 +AC0-0600,121523008425,1342
2017+AC0-09+AC0-13 00:00:00 +AC0-0600,121523008425,1466
2017+AC0-09+AC0-14 00:00:00 +AC0-0600,121523008425,1197
2017+AC0-09+AC0-15 00:00:00 +AC0-0600,121523008425,1193
2017+AC0-09+AC0-16 00:00:00 +AC0-0600,121523008425,1410
2017+AC0-09+AC0-17 00:00:00 +AC0-0600,121523008425,1130
2017+AC0-09+AC0-18 00:00:00 +AC0-0600,121523008425,779
2017+AC0-09+AC0-19 00:00:00 +AC0-0600,121523008425,906
2017+AC0-09+AC0-20 00:00:00 +AC0-0600,121523008425,971
2017+AC0-09+AC0-21 00:00:00 +AC0-0600,121523008425,1041
2017+AC0-09+AC0-22 00:00:00 +AC0-0600,121523008425,831
2017+AC0-09+AC0-23 00:00:00 +AC0-0600,121523008425,1192
2017+AC0-09+AC0-24 00:00:00 +AC0-0600,121523008425,831
2017+AC0-09+AC0-25 00:00:00 +AC0-0600,121523008425,1193
2017+AC0-09+AC0-26 00:00:00 +AC0-0600,121523008425,903
2017+AC0-09+AC0-27 00:00:00 +AC0-0600,121523008425,811
2017+AC0-09+AC0-28 00:00:00 +AC0-0600,121523008425,1161
2017+AC0-09+AC0-29 00:00:00 +AC0-0600,121523008425,1068
2017+AC0-09+AC0-30 00:00:00 +AC0-0600,121523008425,916
2017+AC0-10+AC0-01 00:00:00 +AC0-0600,121523008425,1016
2017+AC0-10+AC0-02 00:00:00 +AC0-0600,121523008425,940
2017+AC0-10+AC0-03 00:00:00 +AC0-0600,121523008425,592
2017+AC0-10+AC0-04 00:00:00 +AC0-0600,121523008425,786
2017+AC0-10+AC0-05 00:00:00 +AC0-0600,121523008425,537
2017+AC0-10+AC0-06 00:00:00 +AC0-0600,121523008425,1167
2017+AC0-10+AC0-07 00:00:00 +AC0-0600,121523008425,1383
2017+AC0-10+AC0-08 00:00:00 +AC0-0600,121523008425,1167
2017+AC0-03+AC0-22 00:00:00 +AC0-0600,121523007433,0
2017+AC0-03+AC0-23 00:00:00 +AC0-0600,121523007433,0
2017+AC0-03+AC0-24 00:00:00 +AC0-0600,121523007433,1361
2017+AC0-03+AC0-25 00:00:00 +AC0-0600,121523007433,1361
2017+AC0-03+AC0-26 00:00:00 +AC0-0600,121523007433,1361
2017+AC0-03+AC0-27 00:00:00 +AC0-0600,121523007433,1361
2017+AC0-03+AC0-28 00:00:00 +AC0-0600,121523007433,1370
2017+AC0-03+AC0-29 00:00:00 +AC0-0600,121523007433,1370
2017+AC0-03+AC0-30 00:00:00 +AC0-0600,121523007433,1370
2017+AC0-03+AC0-31 00:00:00 +AC0-0600,121523007433,1370
2017+AC0-04+AC0-01 00:00:00 +AC0-0600,121523007433,1370
2017+AC0-04+AC0-02 00:00:00 +AC0-0600,121523007433,1370
2017+AC0-04+AC0-03 00:00:00 +AC0-0600,121523007433,1476
2017+AC0-04+AC0-04 00:00:00 +AC0-0600,121523007433,1462
2017+AC0-04+AC0-05 00:00:00 +AC0-0600,121523007433,991
2017+AC0-04+AC0-06 00:00:00 +AC0-0600,121523007433,1205
2017+AC0-04+AC0-07 00:00:00 +AC0-0600,121523007433,1074
2017+AC0-04+AC0-08 00:00:00 +AC0-0600,121523007433,847
2017+AC0-04+AC0-09 00:00:00 +AC0-0600,121523007433,1441
2017+AC0-04+AC0-10 00:00:00 +AC0-0600,121523007433,1617
2017+AC0-04+AC0-11 00:00:00 +AC0-0600,121523007433,1708
2017+AC0-04+AC0-12 00:00:00 +AC0-0600,121523007433,1704
2017+AC0-04+AC0-13 00:00:00 +AC0-0600,121523007433,1720
2017+AC0-04+AC0-14 00:00:00 +AC0-0600,121523007433,1206
2017+AC0-04+AC0-15 00:00:00 +AC0-0600,121523007433,1664
2017+AC0-04+AC0-16 00:00:00 +AC0-0600,121523007433,1346
2017+AC0-04+AC0-17 00:00:00 +AC0-0600,121523007433,985
2017+AC0-04+AC0-18 00:00:00 +AC0-0600,121523007433,1330
2017+AC0-04+AC0-19 00:00:00 +AC0-0600,121523007433,914
2017+AC0-04+AC0-20 00:00:00 +AC0-0600,121523007433,980
2017+AC0-04+AC0-21 00:00:00 +AC0-0600,121523007433,1321
2017+AC0-04+AC0-22 00:00:00 +AC0-0600,121523007433,1306
2017+AC0-04+AC0-23 00:00:00 +AC0-0600,121523007433,1385
2017+AC0-04+AC0-24 00:00:00 +AC0-0600,121523007433,1528
2017+AC0-04+AC0-25 00:00:00 +AC0-0600,121523007433,1426
2017+AC0-04+AC0-26 00:00:00 +AC0-0600,121523007433,1143
2017+AC0-04+AC0-27 00:00:00 +AC0-0600,121523007433,1380
2017+AC0-04+AC0-28 00:00:00 +AC0-0600,121523007433,1374
2017+AC0-04+AC0-29 00:00:00 +AC0-0600,121523007433,1496
2017+AC0-04+AC0-30 00:00:00 +AC0-0600,121523007433,1309
2017+AC0-05+AC0-01 00:00:00 +AC0-0600,121523007433,1439
2017+AC0-05+AC0-02 00:00:00 +AC0-0600,121523007433,898
2017+AC0-05+AC0-03 00:00:00 +AC0-0600,121523007433,1329
2017+AC0-05+AC0-04 00:00:00 +AC0-0600,121523007433,1163
2017+AC0-05+AC0-05 00:00:00 +AC0-0600,121523007433,1071
2017+AC0-05+AC0-06 00:00:00 +AC0-0600,121523007433,1095
2017+AC0-05+AC0-07 00:00:00 +AC0-0600,121523007433,1201
2017+AC0-05+AC0-08 00:00:00 +AC0-0600,121523007433,1342
2017+AC0-05+AC0-09 00:00:00 +AC0-0600,121523007433,998
2017+AC0-05+AC0-10 00:00:00 +AC0-0600,121523007433,1280
2017+AC0-05+AC0-11 00:00:00 +AC0-0600,121523007433,767
2017+AC0-05+AC0-12 00:00:00 +AC0-0600,121523007433,722
2017+AC0-05+AC0-13 00:00:00 +AC0-0600,121523007433,982
2017+AC0-05+AC0-14 00:00:00 +AC0-0600,121523007433,1034
2017+AC0-05+AC0-15 00:00:00 +AC0-0600,121523007433,1132
2017+AC0-05+AC0-16 00:00:00 +AC0-0600,121523007433,716
2017+AC0-05+AC0-17 00:00:00 +AC0-0600,121523007433,971
2017+AC0-05+AC0-18 00:00:00 +AC0-0600,121523007433,1399
2017+AC0-05+AC0-19 00:00:00 +AC0-0600,121523007433,1183
2017+AC0-05+AC0-20 00:00:00 +AC0-0600,121523007433,1389
2017+AC0-05+AC0-21 00:00:00 +AC0-0600,121523007433,588
2017+AC0-05+AC0-22 00:00:00 +AC0-0600,121523007433,914
2017+AC0-05+AC0-23 00:00:00 +AC0-0600,121523007433,1513
2017+AC0-05+AC0-24 00:00:00 +AC0-0600,121523007433,1325
2017+AC0-05+AC0-25 00:00:00 +AC0-0600,121523007433,1359
2017+AC0-05+AC0-26 00:00:00 +AC0-0600,121523007433,749
2017+AC0-05+AC0-27 00:00:00 +AC0-0600,121523007433,1449
2017+AC0-05+AC0-28 00:00:00 +AC0-0600,121523007433,961
2017+AC0-05+AC0-29 00:00:00 +AC0-0600,121523007433,982
2017+AC0-05+AC0-30 00:00:00 +AC0-0600,121523007433,929
2017+AC0-05+AC0-31 00:00:00 +AC0-0600,121523007433,1297
2017+AC0-06+AC0-01 00:00:00 +AC0-0600,121523007433,1250
2017+AC0-06+AC0-02 00:00:00 +AC0-0600,121523007433,1223
2017+AC0-06+AC0-03 00:00:00 +AC0-0600,121523007433,812
2017+AC0-06+AC0-04 00:00:00 +AC0-0600,121523007433,1247
2017+AC0-06+AC0-05 00:00:00 +AC0-0600,121523007433,1233
2017+AC0-06+AC0-06 00:00:00 +AC0-0600,121523007433,1421
2017+AC0-06+AC0-07 00:00:00 +AC0-0600,121523007433,632
2017+AC0-06+AC0-08 00:00:00 +AC0-0600,121523007433,1099
2017+AC0-06+AC0-09 00:00:00 +AC0-0600,121523007433,1254
2017+AC0-06+AC0-10 00:00:00 +AC0-0600,121523007433,1010
2017+AC0-06+AC0-11 00:00:00 +AC0-0600,121523007433,545
2017+AC0-06+AC0-12 00:00:00 +AC0-0600,121523007433,1138
2017+AC0-06+AC0-13 00:00:00 +AC0-0600,121523007433,613
2017+AC0-06+AC0-14 00:00:00 +AC0-0600,121523007433,1063
2017+AC0-06+AC0-15 00:00:00 +AC0-0600,121523007433,786
2017+AC0-06+AC0-16 00:00:00 +AC0-0600,121523007433,1220
2017+AC0-06+AC0-17 00:00:00 +AC0-0600,121523007433,1202
2017+AC0-06+AC0-18 00:00:00 +AC0-0600,121523007433,1018
2017+AC0-06+AC0-19 00:00:00 +AC0-0600,121523007433,1139
2017+AC0-06+AC0-20 00:00:00 +AC0-0600,121523007433,1111
2017+AC0-06+AC0-21 00:00:00 +AC0-0600,121523007433,841
2017+AC0-06+AC0-22 00:00:00 +AC0-0600,121523007433,765
2017+AC0-06+AC0-23 00:00:00 +AC0-0600,121523007433,1677
2017+AC0-06+AC0-24 00:00:00 +AC0-0600,121523007433,1126
2017+AC0-06+AC0-25 00:00:00 +AC0-0600,121523007433,1667
2017+AC0-06+AC0-26 00:00:00 +AC0-0600,121523007433,783
2017+AC0-06+AC0-27 00:00:00 +AC0-0600,121523007433,1035
2017+AC0-06+AC0-28 00:00:00 +AC0-0600,121523007433,1163
2017+AC0-06+AC0-29 00:00:00 +AC0-0600,121523007433,839
2017+AC0-06+AC0-30 00:00:00 +AC0-0600,121523007433,1369
2017+AC0-07+AC0-01 00:00:00 +AC0-0600,121523007433,966
2017+AC0-07+AC0-02 00:00:00 +AC0-0600,121523007433,547
2017+AC0-07+AC0-03 00:00:00 +AC0-0600,121523007433,1356
2017+AC0-07+AC0-04 00:00:00 +AC0-0600,121523007433,940
2017+AC0-07+AC0-05 00:00:00 +AC0-0600,121523007433,933
2017+AC0-07+AC0-06 00:00:00 +AC0-0600,121523007433,1635
2017+AC0-07+AC0-07 00:00:00 +AC0-0600,121523007433,1042
2017+AC0-07+AC0-08 00:00:00 +AC0-0600,121523007433,1319
2017+AC0-07+AC0-09 00:00:00 +AC0-0600,121523007433,652
2017+AC0-07+AC0-10 00:00:00 +AC0-0600,121523007433,797
2017+AC0-07+AC0-11 00:00:00 +AC0-0600,121523007433,855
2017+AC0-07+AC0-12 00:00:00 +AC0-0600,121523007433,854
2017+AC0-07+AC0-13 00:00:00 +AC0-0600,121523007433,1096
2017+AC0-07+AC0-14 00:00:00 +AC0-0600,121523007433,1278
2017+AC0-07+AC0-15 00:00:00 +AC0-0600,121523007433,1484
2017+AC0-07+AC0-16 00:00:00 +AC0-0600,121523007433,1497
2017+AC0-07+AC0-17 00:00:00 +AC0-0600,121523007433,1303
2017+AC0-07+AC0-18 00:00:00 +AC0-0600,121523007433,1018
2017+AC0-07+AC0-19 00:00:00 +AC0-0600,121523007433,769
2017+AC0-07+AC0-20 00:00:00 +AC0-0600,121523007433,1412
2017+AC0-07+AC0-21 00:00:00 +AC0-0600,121523007433,1266
2017+AC0-07+AC0-22 00:00:00 +AC0-0600,121523007433,1495
2017+AC0-07+AC0-23 00:00:00 +AC0-0600,121523007433,1220
2017+AC0-07+AC0-24 00:00:00 +AC0-0600,121523007433,1017
2017+AC0-07+AC0-25 00:00:00 +AC0-0600,121523007433,708
2017+AC0-07+AC0-26 00:00:00 +AC0-0600,121523007433,834
2017+AC0-07+AC0-27 00:00:00 +AC0-0600,121523007433,1378
2017+AC0-07+AC0-28 00:00:00 +AC0-0600,121523007433,990
2017+AC0-07+AC0-29 00:00:00 +AC0-0600,121523007433,1178
2017+AC0-07+AC0-30 00:00:00 +AC0-0600,121523007433,1244
2017+AC0-07+AC0-31 00:00:00 +AC0-0600,121523007433,987
2017+AC0-08+AC0-01 00:00:00 +AC0-0600,121523007433,1148
2017+AC0-08+AC0-02 00:00:00 +AC0-0600,121523007433,1573
2017+AC0-08+AC0-03 00:00:00 +AC0-0600,121523007433,1567
2017+AC0-08+AC0-04 00:00:00 +AC0-0600,121523007433,1557
2017+AC0-08+AC0-05 00:00:00 +AC0-0600,121523007433,1366
2017+AC0-08+AC0-06 00:00:00 +AC0-0600,121523007433,1126
2017+AC0-08+AC0-07 00:00:00 +AC0-0600,121523007433,1428
2017+AC0-08+AC0-08 00:00:00 +AC0-0600,121523007433,1213
2017+AC0-08+AC0-09 00:00:00 +AC0-0600,121523007433,880
2017+AC0-08+AC0-10 00:00:00 +AC0-0600,121523007433,1068
2017+AC0-08+AC0-11 00:00:00 +AC0-0600,121523007433,1227
2017+AC0-08+AC0-12 00:00:00 +AC0-0600,121523007433,1102
2017+AC0-08+AC0-13 00:00:00 +AC0-0600,121523007433,1093
2017+AC0-08+AC0-14 00:00:00 +AC0-0600,121523007433,1483
2017+AC0-08+AC0-15 00:00:00 +AC0-0600,121523007433,1394
2017+AC0-08+AC0-16 00:00:00 +AC0-0600,121523007433,1098
2017+AC0-08+AC0-17 00:00:00 +AC0-0600,121523007433,1128
2017+AC0-08+AC0-18 00:00:00 +AC0-0600,121523007433,1251
2017+AC0-08+AC0-19 00:00:00 +AC0-0600,121523007433,1110
2017+AC0-08+AC0-20 00:00:00 +AC0-0600,121523007433,1335
2017+AC0-08+AC0-21 00:00:00 +AC0-0600,121523007433,1317
2017+AC0-08+AC0-22 00:00:00 +AC0-0600,121523007433,1549
2017+AC0-08+AC0-23 00:00:00 +AC0-0600,121523007433,1279
2017+AC0-08+AC0-24 00:00:00 +AC0-0600,121523007433,732
2017+AC0-08+AC0-25 00:00:00 +AC0-0600,121523007433,817
2017+AC0-08+AC0-26 00:00:00 +AC0-0600,121523007433,1349
2017+AC0-08+AC0-27 00:00:00 +AC0-0600,121523007433,1369
2017+AC0-08+AC0-28 00:00:00 +AC0-0600,121523007433,1451
2017+AC0-08+AC0-29 00:00:00 +AC0-0600,121523007433,1134
2017+AC0-08+AC0-30 00:00:00 +AC0-0600,121523007433,1628
2017+AC0-08+AC0-31 00:00:00 +AC0-0600,121523007433,981
2017+AC0-09+AC0-01 00:00:00 +AC0-0600,121523007433,1567
2017+AC0-09+AC0-02 00:00:00 +AC0-0600,121523007433,1387
2017+AC0-09+AC0-03 00:00:00 +AC0-0600,121523007433,1257
2017+AC0-09+AC0-04 00:00:00 +AC0-0600,121523007433,1295
2017+AC0-09+AC0-05 00:00:00 +AC0-0600,121523007433,1222
2017+AC0-09+AC0-06 00:00:00 +AC0-0600,121523007433,1484
2017+AC0-09+AC0-07 00:00:00 +AC0-0600,121523007433,1236
2017+AC0-09+AC0-08 00:00:00 +AC0-0600,121523007433,1170
2017+AC0-09+AC0-09 00:00:00 +AC0-0600,121523007433,862
